epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,368.64,0.83058,0.49519,0.96267,0.82182,0.86501,0.90652,0.68841,0.86831,0.57352,1.00926,0.0008252,0.0008252,0.0008252
91,372.738,0.83579,0.50359,0.97262,0.83286,0.80623,0.89115,0.67358,0.88598,0.59248,1.01027,0.000812,0.000812,0.000812
92,376.829,0.83294,0.50108,0.96452,0.81134,0.79532,0.87861,0.6601,0.89768,0.60913,1.01512,0.0007988,0.0007988,0.0007988
93,380.899,0.81798,0.4906,0.95914,0.84179,0.82805,0.90385,0.68339,0.88877,0.58228,1.00949,0.0007856,0.0007856,0.0007856
94,384.975,0.82081,0.49494,0.95888,0.82497,0.85516,0.90673,0.68954,0.87165,0.5757,1.01174,0.0007724,0.0007724,0.0007724
95,389.033,0.81729,0.48563,0.95384,0.81551,0.8744,0.91203,0.69429,0.85928,0.56947,1.00491,0.0007592,0.0007592,0.0007592
96,393.184,0.82342,0.49151,0.96426,0.83461,0.8013,0.89306,0.67747,0.8709,0.57844,1.00103,0.000746,0.000746,0.000746
97,397.308,0.8242,0.49292,0.9565,0.8326,0.8456,0.90655,0.69155,0.86634,0.57278,1.00764,0.0007328,0.0007328,0.0007328
98,401.321,0.80991,0.48747,0.958,0.84961,0.83932,0.91135,0.69572,0.86529,0.59776,1.00618,0.0007196,0.0007196,0.0007196
99,405.4,0.80842,0.48779,0.96292,0.84503,0.83298,0.90535,0.68807,0.87328,0.57842,1.013,0.0007064,0.0007064,0.0007064
100,409.464,0.82303,0.49043,0.96155,0.83425,0.82541,0.90248,0.68524,0.87549,0.57369,1.00903,0.0006932,0.0006932,0.0006932
101,413.539,0.81721,0.48783,0.95777,0.83103,0.8358,0.90394,0.6864,0.87949,0.5583,1.00707,0.00068,0.00068,0.00068
